entry_stable_id	entry_name	species	ncbi_gene_id	observation_stable_id	homologene_id	base_entry_stable_ids
AF_017375	HPGDS	Bos taurus	100139892	OB_009296	113741	AF_004867||AF_005041||AF_005081||AF_007821
AF_017376	HPGDS	Pan troglodytes	743219	OB_009296	113741	AF_004867||AF_005041||AF_005081||AF_007821
AF_017377	HPGDS	Gallus gallus	395863	OB_009296	113741	AF_004867||AF_005041||AF_005081||AF_007821
AF_017378	GST_ANOGA	Anopheles gambiae	1272645	OB_009296	113741	AF_004867||AF_005041||AF_005081||AF_007821
AF_017379	HPGDS	Canis lupus familiaris	478481	OB_009296	113741	AF_004867||AF_005041||AF_005081||AF_007821
AF_001737	Hspa9	Rattus norvegicus	291671	OB_008945	39452	AF_004458
AF_017380	PPARG	Canis lupus familiaris	403606	OB_009297	7899	AF_001488
AF_017381	PPARG	Macaca mulatta	574190	OB_009297	7899	AF_001488
AF_017382	PPARG	Bos taurus	281993	OB_009297	7899	AF_001488
AF_017383	PPARG	Gallus gallus	373928	OB_009297	7899	AF_001488
AF_017384	PPARG	Pan troglodytes	460178	OB_009297	7899	AF_001488
AF_017385	KLLA0C12485g	Kluyveromyces lactis	2892423	OB_009298	56316	AF_000644
AF_017386	AGOS_AFR335C	Eremothecium gossypii	4622149	OB_009298	56316	AF_000644
AF_017387	MAGEC1	Pan troglodytes	465892	OB_009299	55903	AF_008770
AF_017394	KLLA0E16743g	Kluyveromyces lactis	2893939	OB_009301	40237	AF_008370
AF_017395	AGOS_AER387C	Eremothecium gossypii	4621458	OB_009301	40237	AF_008370
AF_017396	SLC32A1	Pan troglodytes	469940	OB_009302	56451	AF_003743||AF_005688
AF_017397	AT3G54830	Arabidopsis thaliana	824648	OB_009302	56451	AF_003743||AF_005688
AF_017398	SLC32A1	Canis lupus familiaris	485870	OB_009302	56451	AF_003743||AF_005688
AF_017399	SLC32A1	Bos taurus	100301361	OB_009302	56451	AF_003743||AF_005688
AF_001739	Plekhh2	Rattus norvegicus	313866	OB_009406	35317	AF_006377
AF_017400	AGOS_ACR030W	Eremothecium gossypii	4619558	OB_009302	56451	AF_003743||AF_005688
AF_017401	MGG_08827	Magnaporthe oryzae	2679813	OB_009302	56451	AF_003743||AF_005688
AF_017402	Os02g0101000	Oryza sativa	4327977	OB_009302	56451	AF_003743||AF_005688
AF_017403	NCU06231	Neurospora crassa	3879237	OB_009302	56451	AF_003743||AF_005688
AF_017404	SLC32A1	Gallus gallus	419167	OB_009302	56451	AF_003743||AF_005688
AF_017405	AT2G39130	Arabidopsis thaliana	818499	OB_009302	56451	AF_003743||AF_005688
AF_017406	SLC32A1	Macaca mulatta	698315	OB_009302	56451	AF_003743||AF_005688
AF_017407	AgaP_AGAP011116	Anopheles gambiae	1270809	OB_009302	56451	AF_003743||AF_005688
AF_017408	KLLA0D09779g	Kluyveromyces lactis	2893175	OB_009302	56451	AF_003743||AF_005688
AF_017409	UPF2	Macaca mulatta	693842	OB_009303	6101	AF_000747
AF_017410	UPF2	Canis lupus familiaris	487130	OB_009303	6101	AF_000747
AF_017411	Upf2	Mus musculus	326622	OB_009303	6101	AF_000747
AF_017412	AT2G39260	Arabidopsis thaliana	818511	OB_009303	6101	AF_000747
AF_017413	upf2	Schizosaccharomyces pombe	2542147	OB_009303	6101	AF_000747
AF_017414	upf2	Danio rerio	569006	OB_009303	6101	AF_000747
AF_017415	NCU05267	Neurospora crassa	3877905	OB_009303	6101	AF_000747
AF_017416	KLLA0D13156g	Kluyveromyces lactis	2893192	OB_009303	6101	AF_000747
AF_017417	AgaP_AGAP000337	Anopheles gambiae	1271923	OB_009303	6101	AF_000747
AF_017418	Upf2	Drosophila melanogaster	31724	OB_009303	6101	AF_000747
AF_017419	Upf2	Rattus norvegicus	361271	OB_009303	6101	AF_000747
AF_017420	MGG_06063	Magnaporthe oryzae	2684246	OB_009303	6101	AF_000747
AF_017421	UPF2	Homo sapiens	26019	OB_009303	6101	AF_000747
AF_017422	UPF2	Bos taurus	781181	OB_009303	6101	AF_000747
AF_017423	UPF2	Gallus gallus	419100	OB_009303	6101	AF_000747
AF_017424	UPF2	Pan troglodytes	450304	OB_009303	6101	AF_000747
AF_017425	MGG_01689	Magnaporthe oryzae	2679366	OB_009304	908	AF_004974
AF_017426	KLLA0F05313g	Kluyveromyces lactis	2895735	OB_009304	908	AF_004974
AF_017427	ARHGDIA	Macaca mulatta	714752	OB_009304	908	AF_004974
AF_017428	Os02g0719000	Oryza sativa	4330540	OB_009304	908	AF_004974
AF_017429	ARHGDIA	Bos taurus	338054	OB_009304	908	AF_004974
AF_017430	Os06g0318300	Oryza sativa	4340881	OB_009304	908	AF_004974
AF_017431	NCU06561	Neurospora crassa	3878391	OB_009304	908	AF_004974
AF_017432	AgaP_AGAP012168	Anopheles gambiae	1280517	OB_009304	908	AF_004974
AF_017433	ARHGDIA	Gallus gallus	769231	OB_009304	908	AF_004974
AF_017434	ARHGDIA	Canis lupus familiaris	475924	OB_009304	908	AF_004974
AF_017435	AGOS_ADR098C	Eremothecium gossypii	4620343	OB_009304	908	AF_004974
AF_017436	NCU05313	Neurospora crassa	3878078	OB_009305	39323	AF_008933
AF_017437	MGG_06075	Magnaporthe oryzae	2684234	OB_009305	39323	AF_008933
AF_017438	KLLA0C07909g	Kluyveromyces lactis	2892080	OB_009305	39323	AF_008933
AF_017439	AGOS_ADL058W	Eremothecium gossypii	4620180	OB_009305	39323	AF_008933
AF_001743	Pmp2	Rattus norvegicus	688790	OB_009274	20589	AF_005723
AF_017440	MGG_11771	Magnaporthe oryzae	5049559	OB_009306	9326	AF_004268
AF_017441	AGOS_AGL316W	Eremothecium gossypii	4622644	OB_009306	9326	AF_004268
AF_017442	uch2	Schizosaccharomyces pombe	2540956	OB_009306	9326	AF_004268
AF_017443	AgaP_AGAP005540	Anopheles gambiae	1276223	OB_009306	9326	AF_004268
AF_017444	UCHL5	Canis lupus familiaris	478958	OB_009306	9326	AF_004268
AF_017445	LOC712473	Macaca mulatta	712473	OB_009306	9326	AF_004268
AF_017446	UCHL5	Bos taurus	282110	OB_009306	9326	AF_004268
AF_017447	NCU03704	Neurospora crassa	3877644	OB_009306	9326	AF_004268
AF_017448	UCHL5	Gallus gallus	424359	OB_009306	9326	AF_004268
AF_017449	KLLA0E10011g	Kluyveromyces lactis	2894021	OB_009306	9326	AF_004268
AF_001744	Vcp	Mus musculus	269523	OB_008914	5168	AF_004249||AF_004476
AF_017450	UCHL5	Pan troglodytes	457596	OB_009306	9326	AF_004268
AF_017451	Os02g0822200	Oryza sativa	4331185	OB_009306	9326	AF_004268
AF_017452	SLC25A44	Bos taurus	505860	OB_009307	14000	AF_006495
AF_017453	SLC25A44	Macaca mulatta	719424	OB_009307	14000	AF_006495
AF_017454	SLC25A44	Canis lupus familiaris	490415	OB_009307	14000	AF_006495
AF_017455	Os03g0754800	Oryza sativa	4334148	OB_009307	14000	AF_006495
AF_017456	SLC25A44	Pan troglodytes	457387	OB_009307	14000	AF_006495
AF_017457	AgaP_AGAP003208	Anopheles gambiae	1273883	OB_009307	14000	AF_006495
AF_017458	AGOS_AFR136C	Eremothecium gossypii	4621934	OB_009308	40279	AF_009382
AF_017459	KLLA0E03191g	Kluyveromyces lactis	2894741	OB_009308	40279	AF_009382
AF_001745	Ppan	Mus musculus	235036	OB_009120	5690	AF_002299
AF_017460	eif2b4	Danio rerio	541548	OB_009309	5976	AF_009270
AF_017461	GCD2	Saccharomyces cerevisiae	852974	OB_009309	5976	AF_009270
AF_017462	AGOS_AEL322W	Eremothecium gossypii	4620708	OB_009309	5976	AF_009270
AF_017463	Eif2b4	Mus musculus	13667	OB_009309	5976	AF_009270
AF_017464	EIF2B4	Macaca mulatta	700322	OB_009309	5976	AF_009270
AF_017465	tif224	Schizosaccharomyces pombe	2542064	OB_009309	5976	AF_009270
AF_017466	EIF2B4	Pan troglodytes	459099	OB_009309	5976	AF_009270
AF_017467	AgaP_AGAP005937	Anopheles gambiae	3290072	OB_009309	5976	AF_009270
AF_017468	AT5G38640	Arabidopsis thaliana	833854	OB_009309	5976	AF_009270
AF_017469	Eif2b4	Rattus norvegicus	117019	OB_009309	5976	AF_009270
AF_017470	EIF2B4	Gallus gallus	425800	OB_009309	5976	AF_009270
AF_017471	EIF2B4	Bos taurus	521926	OB_009309	5976	AF_009270
AF_017472	EIF2B4	Canis lupus familiaris	475702	OB_009309	5976	AF_009270
AF_017473	eIF2B-delta	Drosophila melanogaster	37706	OB_009309	5976	AF_009270
AF_017474	EIF2B4	Homo sapiens	8890	OB_009309	5976	AF_009270
AF_017475	AT1G48970	Arabidopsis thaliana	841319	OB_009309	5976	AF_009270
AF_017476	KLLA0F08327g	Kluyveromyces lactis	2895791	OB_009309	5976	AF_009270
AF_017477	AGOS_AEL313C	Eremothecium gossypii	4620720	OB_009310	48967	AF_009300
AF_017478	KLLA0F08767g	Kluyveromyces lactis	2895771	OB_009310	48967	AF_009300
AF_017479	zgc:92445	Danio rerio	447802	OB_009311	6559	AF_003038
AF_001747	Ppfia1	Rattus norvegicus	293645	OB_009514	20802	AF_004923
AF_017480	AgaP_AGAP010488	Anopheles gambiae	1269202	OB_009311	6559	AF_003038
AF_017481	Coq5	Rattus norvegicus	304542	OB_009311	6559	AF_003038
AF_017482	Os01g0976600	Oryza sativa	4324310	OB_009311	6559	AF_003038
AF_017483	CG2453	Drosophila melanogaster	32272	OB_009311	6559	AF_003038
AF_017484	AT5G57300	Arabidopsis thaliana	835835	OB_009311	6559	AF_003038
AF_017485	COQ5	Canis lupus familiaris	611501	OB_009311	6559	AF_003038
AF_017486	COQ5	Homo sapiens	84274	OB_009311	6559	AF_003038
AF_017487	COQ5	Gallus gallus	416975	OB_009311	6559	AF_003038
AF_017488	COQ5	Bos taurus	533208	OB_009311	6559	AF_003038
AF_017489	Coq5	Mus musculus	52064	OB_009311	6559	AF_003038
AF_001748	Ppm1d	Rattus norvegicus	287585	OB_008412	31185	AF_001651
AF_017490	COQ5	Pan troglodytes	452307	OB_009311	6559	AF_003038
AF_017491	NCU09862	Neurospora crassa	3876326	OB_009311	6559	AF_003038
AF_017492	AGOS_ABL132W	Eremothecium gossypii	4618895	OB_009311	6559	AF_003038
AF_017493	KLLA0D01771g	Kluyveromyces lactis	2893349	OB_009311	6559	AF_003038
AF_017494	MGG_03839	Magnaporthe oryzae	2677189	OB_009311	6559	AF_003038
AF_017495	coq5	Schizosaccharomyces pombe	2539510	OB_009311	6559	AF_003038
AF_017496	coq-5	Caenorhabditis elegans	176099	OB_009311	6559	AF_003038
AF_017497	PAWR	Canis lupus familiaris	611487	OB_009312	1940	AF_001561
AF_017498	PAWR	Macaca mulatta	695617	OB_009312	1940	AF_001561
AF_017499	PAWR	Pan troglodytes	452094	OB_009312	1940	AF_001561
AF_000174	Eef1e1	Mus musculus	66143	OB_008590	3161	AF_000174
AF_017500	PAWR	Bos taurus	532789	OB_009312	1940	AF_001561
AF_017501	PAWR	Gallus gallus	417870	OB_009312	1940	AF_001561
AF_017512	APOE	Macaca mulatta	714623	OB_009314	30951	AF_003843
AF_017513	APOE	Bos taurus	281004	OB_009314	30951	AF_003843
AF_017514	APOE	Canis lupus familiaris	476438	OB_009314	30951	AF_003843
AF_017515	APOE	Pan troglodytes	449586	OB_009314	30951	AF_003843
AF_017521	AgaP_AGAP001933	Anopheles gambiae	1281191	OB_009316	2541	AF_004902
AF_017522	LOC794952	Danio rerio	794952	OB_009316	2541	AF_004902
AF_017523	VRK1	Bos taurus	618880	OB_009316	2541	AF_004902
AF_017524	VRK1	Pan troglodytes	453148	OB_009316	2541	AF_004902
AF_017525	VRK1	Gallus gallus	423443	OB_009316	2541	AF_004902
AF_017526	VRK1	Canis lupus familiaris	490848	OB_009316	2541	AF_004902
AF_017527	VRK1	Macaca mulatta	704798	OB_009316	2541	AF_004902
AF_017528	shk2	Schizosaccharomyces pombe	2541468	OB_009317	130610	AF_008027
AF_017529	NCU00406	Neurospora crassa	3873414	OB_009317	130610	AF_008027
AF_001752	Prdx2	Rattus norvegicus	29338	OB_008539	21182	AF_002409||AF_006474||AF_009260
AF_017530	MGG_06320	Magnaporthe oryzae	2684475	OB_009317	130610	AF_008027
AF_017531	KLLA0A07403g	Kluyveromyces lactis	2896420	OB_009317	130610	AF_008027
AF_017532	AGOS_AEL205W	Eremothecium gossypii	4620838	OB_009317	130610	AF_008027
AF_017533	AgaP_AGAP011487	Anopheles gambiae	1278342	OB_009318	77551	AF_001565
AF_017534	SH3RF3	Bos taurus	615501	OB_009318	77551	AF_001565
AF_017535	SH3RF3	Gallus gallus	418731	OB_009318	77551	AF_001565
AF_017536	SH3RF3	Macaca mulatta	695289	OB_009318	77551	AF_001565
AF_017537	SH3RF3	Pan troglodytes	470494	OB_009318	77551	AF_001565
AF_017538	SH3RF3	Canis lupus familiaris	481304	OB_009318	77551	AF_001565
AF_017539	NCU04990	Neurospora crassa	3874033	OB_009319	38740	AF_002490
AF_017540	AGOS_ADR163W	Eremothecium gossypii	4620422	OB_009319	38740	AF_002490
AF_017541	MGG_05074	Magnaporthe oryzae	2675691	OB_009319	38740	AF_002490
AF_017542	ran1	Schizosaccharomyces pombe	2540580	OB_009319	38740	AF_002490
AF_017543	MTMR4	Pan troglodytes	455157	OB_009320	3440	AF_005782
AF_017544	MTMR4	Bos taurus	782743	OB_009320	3440	AF_005782
AF_017545	Mtmr4	Mus musculus	170749	OB_009320	3440	AF_005782
AF_017546	MTMR4	Gallus gallus	417472	OB_009320	3440	AF_005782
AF_017547	MTMR4	Homo sapiens	9110	OB_009320	3440	AF_005782
AF_017548	LOC714621	Macaca mulatta	714621	OB_009320	3440	AF_005782
AF_017549	LOC100857937	Gallus gallus	100857937	OB_009320	3440	AF_005782
AF_017550	Mtmr4	Rattus norvegicus	287607	OB_009320	3440	AF_005782
AF_017551	zgc:63645	Danio rerio	393584	OB_009320	3440	AF_005782
AF_017552	MTMR4	Canis lupus familiaris	480570	OB_009320	3440	AF_005782
AF_017553	RALA	Bos taurus	538477	OB_009321	3942	AF_007222
AF_017554	RALA	Pan troglodytes	737424	OB_009321	3942	AF_007222
AF_017555	RALA	Canis lupus familiaris	475875	OB_009321	3942	AF_007222
AF_017556	AgaP_AGAP012108	Anopheles gambiae	1280568	OB_009321	3942	AF_007222
AF_017557	RALA	Gallus gallus	420765	OB_009321	3942	AF_007222
AF_017558	RALA	Macaca mulatta	703440	OB_009321	3942	AF_007222
AF_017559	KLLA0F04609g	Kluyveromyces lactis	2895896	OB_009322	39297	AF_003284
AF_017560	AGOS_AER370W	Eremothecium gossypii	4621442	OB_009322	39297	AF_003284
AF_017561	AgaP_AGAP002178	Anopheles gambiae	1269377	OB_009323	86803	AF_005542
AF_017562	MEIS1	Bos taurus	613877	OB_009323	86803	AF_005542
AF_017563	MEIS1	Macaca mulatta	697685	OB_009323	86803	AF_005542
AF_017564	MEIS1	Canis lupus familiaris	474619	OB_009323	86803	AF_005542
AF_017565	MEIS1	Pan troglodytes	459288	OB_009323	86803	AF_005542
AF_017566	MEIS1	Gallus gallus	395589	OB_009323	86803	AF_005542
AF_017567	KLLA0C10802g	Kluyveromyces lactis	2891894	OB_009324	40891	AF_008685
AF_017568	EIF2AK4	Gallus gallus	423285	OB_009324	40891	AF_008685
AF_017569	EIF2AK4	Bos taurus	513829	OB_009324	40891	AF_008685
AF_017570	EIF2AK4	Macaca mulatta	100428309	OB_009324	40891	AF_008685
AF_017571	gcn-2	Caenorhabditis elegans	174953	OB_009324	40891	AF_008685
AF_017572	EIF2AK4	Pan troglodytes	453321	OB_009324	40891	AF_008685
AF_017573	EIF2AK4	Canis lupus familiaris	478257	OB_009324	40891	AF_008685
AF_017574	NCU01187	Neurospora crassa	3877676	OB_009324	40891	AF_008685
AF_017575	AgaP_AGAP012368	Anopheles gambiae	1280343	OB_009324	40891	AF_008685
AF_017576	AGOS_AAL083W	Eremothecium gossypii	4618618	OB_009324	40891	AF_008685
AF_017577	MGG_08643	Magnaporthe oryzae	2678879	OB_009324	40891	AF_008685
AF_017578	KLLA0C00979g	Kluyveromyces lactis	2892365	OB_009325	74656	AF_008325
AF_017579	AGOS_AFR724C	Eremothecium gossypii	4622561	OB_009325	74656	AF_008325
AF_017580	LOC429098	Gallus gallus	429098	OB_009326	101868	AF_006288
AF_017581	LOC513210	Bos taurus	513210	OB_009326	101868	AF_006288
AF_017582	KLLA0D12628g	Kluyveromyces lactis	2893371	OB_009326	101868	AF_006288
AF_017583	faah-3	Caenorhabditis elegans	176916	OB_009326	101868	AF_006288
AF_017584	faah-2	Caenorhabditis elegans	177612	OB_009326	101868	AF_006288
AF_017585	MGG_14363	Magnaporthe oryzae	5051839	OB_009326	101868	AF_006288
AF_017586	MGG_03492	Magnaporthe oryzae	2676501	OB_009326	101868	AF_006288
AF_017587	KLLA0B08800g	Kluyveromyces lactis	2897476	OB_009326	101868	AF_006288
AF_017588	LOC465559	Pan troglodytes	465559	OB_009327	20856	AF_007527||AF_008602
AF_017589	DMD	Canis lupus familiaris	606758	OB_009327	20856	AF_007527||AF_008602
AF_001758	Prkd3	Rattus norvegicus	313834	OB_008430	2055	AF_009448
AF_017590	DMD	Homo sapiens	1756	OB_009327	20856	AF_007527||AF_008602
AF_017591	AgaP_AGAP010261	Anopheles gambiae	1279683	OB_009327	20856	AF_007527||AF_008602
AF_017592	DMD	Gallus gallus	396236	OB_009327	20856	AF_007527||AF_008602
AF_017593	dys-1	Caenorhabditis elegans	173038	OB_009327	20856	AF_007527||AF_008602
AF_017599	THUMPD1	Homo sapiens	55623	OB_009329	5878	AF_002376
AF_000175	Eef2	Rattus norvegicus	29565	OB_009006	100816	AF_009329||AF_009357
AF_017600	THUMPD1	Bos taurus	524854	OB_009329	5878	AF_002376
AF_017601	THUMPD1	Pan troglodytes	453976	OB_009329	5878	AF_002376
AF_017602	zgc:77221	Danio rerio	402955	OB_009329	5878	AF_002376
AF_017603	MGG_13006	Magnaporthe oryzae	2680466	OB_009329	5878	AF_002376
AF_017604	Thumpd1	Mus musculus	233802	OB_009329	5878	AF_002376
AF_017605	KLLA0A01045g	Kluyveromyces lactis	2896661	OB_009329	5878	AF_002376
AF_017606	THUMPD1	Gallus gallus	426998	OB_009329	5878	AF_002376
AF_017607	AgaP_AGAP007705	Anopheles gambiae	1269529	OB_009329	5878	AF_002376
AF_017608	CG15014	Drosophila melanogaster	38533	OB_009329	5878	AF_002376
AF_017609	NCU02385	Neurospora crassa	3875852	OB_009329	5878	AF_002376
AF_017610	AGOS_AFR250C	Eremothecium gossypii	4622060	OB_009329	5878	AF_002376
AF_017611	Thumpd1	Rattus norvegicus	309041	OB_009329	5878	AF_002376
AF_017612	SPBC25H2.10c	Schizosaccharomyces pombe	3361329	OB_009329	5878	AF_002376
AF_017613	THUMPD1	Macaca mulatta	696746	OB_009329	5878	AF_002376
AF_017614	THUMPD1	Canis lupus familiaris	489984	OB_009329	5878	AF_002376
AF_017615	MTA3	Gallus gallus	421395	OB_009330	14282	AF_007042
AF_017616	MTA3	Canis lupus familiaris	475740	OB_009330	14282	AF_007042
AF_017617	MTA3	Bos taurus	512854	OB_009330	14282	AF_007042
AF_017618	MTA3	Pan troglodytes	459183	OB_009330	14282	AF_007042
AF_017619	MTA3	Macaca mulatta	712967	OB_009330	14282	AF_007042
AF_001761	Hspa5	Mus musculus	14828	OB_008349	3908	AF_002358||AF_005094
AF_017620	KLLA0D02860g	Kluyveromyces lactis	2893363	OB_009331	39804	AF_009396
AF_017621	AGOS_AER102W	Eremothecium gossypii	4621167	OB_009331	39804	AF_009396
AF_017622	AgaP_AGAP000335	Anopheles gambiae	1271924	OB_009332	3577	AF_006619
AF_017623	TBPL1	Gallus gallus	395517	OB_009332	3577	AF_006619
AF_017624	TBPL1	Bos taurus	613818	OB_009332	3577	AF_006619
AF_017625	AgaP_AGAP007517	Anopheles gambiae	1269714	OB_009332	3577	AF_006619
AF_017626	TBPL1	Pan troglodytes	463010	OB_009332	3577	AF_006619
AF_017627	TBPL1	Canis lupus familiaris	476209	OB_009332	3577	AF_006619
AF_017628	Os02g0194100	Oryza sativa	4328598	OB_009333	56073	AF_008011
AF_017629	CS	Pan troglodytes	746229	OB_009333	56073	AF_008011
AF_001762	HSPA5	Homo sapiens	3309	OB_008349	3908	AF_002358||AF_005094
AF_017630	LOC100536541	Danio rerio	100536541	OB_009333	56073	AF_008011
AF_017631	Os11g0538900	Oryza sativa	4350660	OB_009333	56073	AF_008011
AF_017632	LOC709604	Macaca mulatta	709604	OB_009333	56073	AF_008011
AF_017633	AgaP_AGAP012048	Anopheles gambiae	1280620	OB_009333	56073	AF_008011
AF_017634	LOC100858903	Gallus gallus	100858903	OB_009333	56073	AF_008011
AF_017635	CS	Canis lupus familiaris	474403	OB_009333	56073	AF_008011
AF_017636	CS	Bos taurus	280682	OB_009333	56073	AF_008011
AF_017637	AgaP_AGAP000686	Anopheles gambiae	1272408	OB_009334	40979	AF_006359
AF_017638	IFT140	Gallus gallus	416758	OB_009334	40979	AF_006359
AF_017639	IFT140	Macaca mulatta	701568	OB_009334	40979	AF_006359
AF_017640	IFT140	Bos taurus	100139697	OB_009334	40979	AF_006359
AF_017641	Ift140	Rattus norvegicus	100362124	OB_009334	40979	AF_006359
AF_017642	IFT140	Pan troglodytes	453819	OB_009334	40979	AF_006359
AF_001764	Hspa5	Rattus norvegicus	25617	OB_008349	3908	AF_002358||AF_005094
AF_017650	CELE_T09E11.12	Caenorhabditis elegans	4927042	OB_009336	117497	AF_008857
AF_017651	CELE_C17A2.3	Caenorhabditis elegans	182699	OB_009336	117497	AF_008857
AF_017652	CELE_E03H4.3	Caenorhabditis elegans	184018	OB_009336	117497	AF_008857
AF_017653	MGG_12179	Magnaporthe oryzae	2677204	OB_009337	30429	AF_002390
AF_017654	SPAC23A1.02c	Schizosaccharomyces pombe	2541744	OB_009337	30429	AF_002390
AF_017655	KLLA0E04401g	Kluyveromyces lactis	2893625	OB_009337	30429	AF_002390
AF_017656	NCU02940	Neurospora crassa	3881747	OB_009337	30429	AF_002390
AF_017657	SCO1	Canis lupus familiaris	489505	OB_009338	3374	AF_009236
AF_017658	SCO1	Pan troglodytes	745696	OB_009338	3374	AF_009236
AF_017659	LOC722074	Macaca mulatta	722074	OB_009338	3374	AF_009236
AF_001765	VCP	Homo sapiens	7415	OB_008914	5168	AF_004249||AF_004476
AF_017660	SCO1	Bos taurus	508586	OB_009338	3374	AF_009236
AF_017661	NCU03177	Neurospora crassa	3880723	OB_009338	3374	AF_009236
AF_017662	AGOS_AEL191C	Eremothecium gossypii	4620854	OB_009338	3374	AF_009236
AF_017663	AgaP_AGAP008774	Anopheles gambiae	1275633	OB_009338	3374	AF_009236
AF_017664	Os02g0159700	Oryza sativa	4328372	OB_009338	3374	AF_009236
AF_017665	MGG_03006	Magnaporthe oryzae	2682559	OB_009338	3374	AF_009236
AF_017666	KLLA0D03630g	Kluyveromyces lactis	2893043	OB_009338	3374	AF_009236
AF_017667	SCO1	Gallus gallus	426060	OB_009338	3374	AF_009236
AF_017668	AgaP_AGAP009688	Anopheles gambiae	1279077	OB_009340	62452	AF_007014
AF_017669	lbk	Drosophila melanogaster	36788	OB_009340	62452	AF_007014
AF_001766	hspa5	Danio rerio	378848	OB_008349	3908	AF_002358||AF_005094
AF_017670	LRIG3	Homo sapiens	121227	OB_009340	62452	AF_007014
AF_017671	LRIG3	Bos taurus	506574	OB_009340	62452	AF_007014
AF_017672	LRIG3	Gallus gallus	417813	OB_009340	62452	AF_007014
AF_017673	LRIG3	Pan troglodytes	452033	OB_009340	62452	AF_007014
AF_017674	lrig3	Danio rerio	564554	OB_009340	62452	AF_007014
AF_017675	Lrig3	Mus musculus	320398	OB_009340	62452	AF_007014
AF_017676	Lrig3	Rattus norvegicus	299830	OB_009340	62452	AF_007014
AF_017677	LRIG3	Canis lupus familiaris	474423	OB_009340	62452	AF_007014
AF_017678	LRIG3	Macaca mulatta	716344	OB_009340	62452	AF_007014
AF_017679	AGOS_ADL271W	Eremothecium gossypii	4619960	OB_009341	40444	AF_001228
AF_001767	7B2	Drosophila melanogaster	40644	OB_008830	44543	AF_006935
AF_017680	KLLA0F00990g	Kluyveromyces lactis	2895842	OB_009341	40444	AF_001228
AF_017681	KLLA0F06028g	Kluyveromyces lactis	2895280	OB_009342	68604	AF_001522
AF_017682	AGOS_AAR069W	Eremothecium gossypii	4618529	OB_009342	68604	AF_001522
AF_017683	IFT57	Pan troglodytes	470877	OB_009343	32383	AF_005900
AF_017684	AgaP_AGAP008872	Anopheles gambiae	1279839	OB_009343	32383	AF_005900
AF_017685	IFT57	Macaca mulatta	705088	OB_009343	32383	AF_005900
AF_017686	IFT57	Bos taurus	531436	OB_009343	32383	AF_005900
AF_017687	IFT57	Gallus gallus	418409	OB_009343	32383	AF_005900
AF_017688	IFT57	Canis lupus familiaris	478553	OB_009343	32383	AF_005900
AF_017689	NCU07851	Neurospora crassa	3879251	OB_009344	104102	AF_004721
AF_001768	rasp	Drosophila melanogaster	44098	OB_009242	41232	AF_007249
AF_017690	KLLA0F26917g	Kluyveromyces lactis	2894848	OB_009344	104102	AF_004721
AF_017691	MGG_05281	Magnaporthe oryzae	2675340	OB_009344	104102	AF_004721
AF_017696	LOC694656	Macaca mulatta	694656	OB_009346	55963	AF_003982
AF_017697	PRKCD	Pan troglodytes	460442	OB_009346	55963	AF_003982
AF_017698	PRKCD	Canis lupus familiaris	494005	OB_009346	55963	AF_003982
AF_017699	PRKCD	Bos taurus	505708	OB_009346	55963	AF_003982
AF_001769	Socs2	Mus musculus	216233	OB_008558	2880	AF_001769
AF_000176	Eef2	Mus musculus	13629	OB_009006	100816	AF_009329||AF_009357
AF_017700	LOC100150844	Danio rerio	100150844	OB_009346	55963	AF_003982
AF_017701	PRKCD	Gallus gallus	415905	OB_009346	55963	AF_003982
AF_017702	Os09g0507800	Oryza sativa	4347522	OB_009347	105462	AF_000921||AF_000994
AF_017703	AT3G62870	Arabidopsis thaliana	825462	OB_009347	105462	AF_000921||AF_000994
AF_017704	rpl-7A	Caenorhabditis elegans	177203	OB_009347	105462	AF_000921||AF_000994
AF_017705	RPL7A	Macaca mulatta	722215	OB_009347	105462	AF_000921||AF_000994
AF_017706	Rpl7a	Rattus norvegicus	296596	OB_009347	105462	AF_000921||AF_000994
AF_017707	NCU04779	Neurospora crassa	3876375	OB_009347	105462	AF_000921||AF_000994
AF_017708	RPL7A	Bos taurus	513128	OB_009347	105462	AF_000921||AF_000994
AF_017709	Os08g0326400	Oryza sativa	4345279	OB_009347	105462	AF_000921||AF_000994
AF_017710	RPL7A	Canis lupus familiaris	403678	OB_009347	105462	AF_000921||AF_000994
AF_017711	MGG_04612	Magnaporthe oryzae	2677998	OB_009347	105462	AF_000921||AF_000994
AF_017712	AT2G47610	Arabidopsis thaliana	819374	OB_009347	105462	AF_000921||AF_000994
AF_017713	RPL7A	Gallus gallus	417158	OB_009347	105462	AF_000921||AF_000994
AF_017714	RL7A_ANOGA	Anopheles gambiae	1276631	OB_009347	105462	AF_000921||AF_000994
AF_017715	Rpl7a	Mus musculus	27176	OB_009347	105462	AF_000921||AF_000994
AF_017716	RpL7A	Drosophila melanogaster	31588	OB_009347	105462	AF_000921||AF_000994
AF_017717	AGOS_ACL070C	Eremothecium gossypii	4619454	OB_009347	105462	AF_000921||AF_000994
AF_017718	KLLA0C02629g	Kluyveromyces lactis	2892532	OB_009348	48771	AF_001037
AF_017719	AGOS_AFR655C	Eremothecium gossypii	4622492	OB_009348	48771	AF_001037
AF_017720	Os07g0693900	Oryza sativa	4344390	OB_009349	37969	AF_008963
AF_017721	AgaP_AGAP002618	Anopheles gambiae	1273349	OB_009349	37969	AF_008963
