observation_id	entry_id	entry_type	entry_name	species	observation_stable_id	entry_stable_id	lifespan_effect_significant	lifespan_change	lifespan_change_significant	lifespan_measure	allele_types	allele_types_base
3145	5768	gene	skn-1	Caenorhabditis elegans	OB_003145	AF_005768	decreased	-21.3483	true	mean	deletion / null	unknown
3146	5180	gene	mkk-4	Caenorhabditis elegans	OB_003146	AF_005180	decreased	-7.30337	true	mean	deletion / null	unknown
3147	8850	gene	egr-1	Caenorhabditis elegans	OB_003147	AF_008850	increased	24	true		RNAi knockdown	unknown
3148	8850	gene	egr-1	Caenorhabditis elegans	OB_003148	AF_008850	increased	28	true		RNAi knockdown	unknown
3149	5104	gene	aak-2	Caenorhabditis elegans	OB_003149	AF_005104	decreased	-12	true	mean	loss of function	unknown
3150	6639	gene	isp-1	Caenorhabditis elegans	OB_003150	AF_006639	increased	51.5	true	mean	loss of function	unknown
3151	5104	gene	aak-2	Caenorhabditis elegans	OB_003151	AF_005104	increased	13	true	mean	loss of function	unknown
3151	6639	gene	isp-1	Caenorhabditis elegans	OB_003151	AF_006639	increased	13	true	mean	loss of function	unknown
3152	4857	gene	clk-1	Caenorhabditis elegans	OB_003152	AF_004857	increased	22.5	true	mean	loss of function	unknown
3153	4857	gene	clk-1	Caenorhabditis elegans	OB_003153	AF_004857	none	0	true	mean	loss of function	unknown
3153	5104	gene	aak-2	Caenorhabditis elegans	OB_003153	AF_005104	none	0	true	mean	loss of function	unknown
3154	8957	gene	geln3	Caenorhabditis elegans	OB_003154	AF_008957	increased	40	true	mean	over-expression	unknown
3155	5104	gene	aak-2	Caenorhabditis elegans	OB_003155	AF_005104	none	3.5	false	mean	loss of function	unknown
3155	8957	gene	geln3	Caenorhabditis elegans	OB_003155	AF_008957	none	3.5	false	mean	over-expression	unknown
3156	8850	gene	egr-1	Caenorhabditis elegans	OB_003156	AF_008850	increased	24	true		RNAi knockdown	unknown
3157	5578	gene	eat-2	Caenorhabditis elegans	OB_003157	AF_005578	increased	15	true	mean	loss of function	unknown
3158	5104	gene	aak-2	Caenorhabditis elegans	OB_003158	AF_005104	increased	29.5	true	mean	loss of function	unknown
3158	5578	gene	eat-2	Caenorhabditis elegans	OB_003158	AF_005578	increased	29.5	true	mean	loss of function	unknown
3159	5578	gene	eat-2	Caenorhabditis elegans	OB_003159	AF_005578	increased	11	true	mean	loss of function	unknown
3160	5104	gene	aak-2	Caenorhabditis elegans	OB_003160	AF_005104	none	3.5	false	mean	loss of function	unknown
3160	5578	gene	eat-2	Caenorhabditis elegans	OB_003160	AF_005578	none	3.5	false	mean	loss of function	unknown
3161	5104	gene	aak-2	Caenorhabditis elegans	OB_003161	AF_005104	decreased	-13.5135	true	mean	loss of function	unknown
3161	9186	other_factor	Temperature	Caenorhabditis elegans	OB_003161	AF_009186	decreased	-13.5135	true	mean	NULL	NULL
3162	4808	gene	glp-1	Caenorhabditis elegans	OB_003162	AF_004808	increased	27.5676	true	mean	loss of function	unknown
3162	9186	other_factor	Temperature	Caenorhabditis elegans	OB_003162	AF_009186	increased	27.5676	true	mean	NULL	NULL
3163	4808	gene	glp-1	Caenorhabditis elegans	OB_003163	AF_004808	increased	16.2162	true	mean	loss of function	unknown
3163	5104	gene	aak-2	Caenorhabditis elegans	OB_003163	AF_005104	increased	16.2162	true	mean	loss of function	unknown
3163	9186	other_factor	Temperature	Caenorhabditis elegans	OB_003163	AF_009186	increased	16.2162	true	mean	NULL	NULL
3164	8850	gene	egr-1	Caenorhabditis elegans	OB_003164	AF_008850	increased	38	true		RNAi knockdown	unknown
3165	5812	gene	daf-16	Caenorhabditis elegans	OB_003165	AF_005812	increased	34.6154	true	median	loss of function	unknown
3165	9189	other_factor	Caloric restriction	Caenorhabditis elegans	OB_003165	AF_009189	increased	34.6154	true	median	NULL	NULL
3166	5765	gene	daf-2	Caenorhabditis elegans	OB_003166	AF_005765	increased	123.077	true	median	loss of function	unknown
3166	9189	other_factor	Caloric restriction	Caenorhabditis elegans	OB_003166	AF_009189	increased	123.077	true	median	NULL	NULL
3167	5578	gene	eat-2	Caenorhabditis elegans	OB_003167	AF_005578	none	0	true	median	loss of function	unknown
3167	9189	other_factor	Caloric restriction	Caenorhabditis elegans	OB_003167	AF_009189	none	0	true	median	NULL	NULL
3168	5055	gene	sir-2.1	Caenorhabditis elegans	OB_003168	AF_005055	increased	7.69231	true	median	loss of function	unknown
3168	9189	other_factor	Caloric restriction	Caenorhabditis elegans	OB_003168	AF_009189	increased	7.69231	true	median	NULL	NULL
3169	5055	gene	sir-2.1	Caenorhabditis elegans	OB_003169	AF_005055	decreased	-5.12821	true	median	loss of function	unknown
3169	5578	gene	eat-2	Caenorhabditis elegans	OB_003169	AF_005578	decreased	-5.12821	true	median	loss of function	unknown
3169	9189	other_factor	Caloric restriction	Caenorhabditis elegans	OB_003169	AF_009189	decreased	-5.12821	true	median	NULL	NULL
3170	8850	gene	egr-1	Caenorhabditis elegans	OB_003170	AF_008850	increased	24	true		RNAi knockdown	unknown
3171	5502	gene	eif-3.B	Caenorhabditis elegans	OB_003171	AF_005502	increased	51	true		RNAi knockdown	unknown
3172	6481	gene	daf-12	Caenorhabditis elegans	OB_003172	AF_006481	decreased	-20.2312	true	mean	loss of function	unknown
3173	6481	gene	daf-12	Caenorhabditis elegans	OB_003173	AF_006481	increased	9.82659	true	mean	loss of function	unknown
3174	6481	gene	daf-12	Caenorhabditis elegans	OB_003174	AF_006481	increased	8.09249	true	mean	loss of function	unknown
3175	4832	gene	eif-3.F	Caenorhabditis elegans	OB_003175	AF_004832	increased	32	true		RNAi knockdown	unknown
3176	6481	gene	daf-12	Caenorhabditis elegans	OB_003176	AF_006481	increased	33.3333	true	mean	loss of function	unknown
3176	9191	other_factor	Oxidative stress	Caenorhabditis elegans	OB_003176	AF_009191	increased	33.3333	true	mean	NULL	NULL
3177	6481	gene	daf-12	Caenorhabditis elegans	OB_003177	AF_006481	decreased	-11.1111	true	mean	loss of function	unknown
3177	9191	other_factor	Oxidative stress	Caenorhabditis elegans	OB_003177	AF_009191	decreased	-11.1111	true	mean	NULL	NULL
3178	6481	gene	daf-12	Caenorhabditis elegans	OB_003178	AF_006481	decreased	-15	true	mean	loss of function	unknown
3178	9176	other_factor	Heat shock	Caenorhabditis elegans	OB_003178	AF_009176	decreased	-15	true	mean	NULL	NULL
3179	6481	gene	daf-12	Caenorhabditis elegans	OB_003179	AF_006481	increased	10	true	mean	loss of function	unknown
3179	9176	other_factor	Heat shock	Caenorhabditis elegans	OB_003179	AF_009176	increased	10	true	mean	NULL	NULL
3180	6797	gene	hyl-2	Caenorhabditis elegans	OB_003180	AF_006797	decreased	-10.4651	true	mean	RNAi knockdown	unknown
3181	5765	gene	daf-2	Caenorhabditis elegans	OB_003181	AF_005765	increased	77.3256	true	mean	RNAi knockdown	unknown
3182	7266	gene	lagr-1	Caenorhabditis elegans	OB_003182	AF_007266	decreased	-10.7595	true	mean	RNAi knockdown	unknown
3183	6353	gene	tram-1	Caenorhabditis elegans	OB_003183	AF_006353	decreased	-5.06329	true	mean	RNAi knockdown	unknown
3184	3959	gene	age-1	Caenorhabditis elegans	OB_003184	AF_003959	increased	56.3291	true	mean	RNAi knockdown	unknown
3185	5568	gene	gst-10	Caenorhabditis elegans	OB_003185	AF_005568	decreased	-12.6506	true	mean	RNAi knockdown	unknown
3186	6635	gene	elo-5	Caenorhabditis elegans	OB_003186	AF_006635	increased	45	true		RNAi knockdown	unknown
3187	7426	gene	Sod	Drosophila melanogaster	OB_003187	AF_007426	increased	30	true	mean	over-expression	unknown
3187	8797	gene	Cat	Drosophila melanogaster	OB_003187	AF_008797	increased	30	true	mean	over-expression	unknown
3188	5568	gene	gst-10	Caenorhabditis elegans	OB_003188	AF_005568	decreased	-12.963	true	mean	RNAi knockdown	unknown
3189	5568	gene	gst-10	Caenorhabditis elegans	OB_003189	AF_005568	decreased	-13.0548	true	mean	RNAi knockdown	unknown
3189	9110	compound	Paraquat	Caenorhabditis elegans	OB_003189	AF_009110	decreased	-13.0548	true	mean	NULL	NULL
3190	5568	gene	gst-10	Caenorhabditis elegans	OB_003190	AF_005568	decreased	-11.3636	true	mean	RNAi knockdown	unknown
3190	9110	compound	Paraquat	Caenorhabditis elegans	OB_003190	AF_009110	decreased	-11.3636	true	mean	NULL	NULL
3191	5568	gene	gst-10	Caenorhabditis elegans	OB_003191	AF_005568	decreased	-14.978	true	mean	RNAi knockdown	unknown
3191	9176	other_factor	Heat shock	Caenorhabditis elegans	OB_003191	AF_009176	decreased	-14.978	true	mean	NULL	NULL
3192	5568	gene	gst-10	Caenorhabditis elegans	OB_003192	AF_005568	decreased	-12.8485	true	mean	RNAi knockdown	unknown
3192	9176	other_factor	Heat shock	Caenorhabditis elegans	OB_003192	AF_009176	decreased	-12.8485	true	mean	NULL	NULL
3193	5568	gene	gst-10	Caenorhabditis elegans	OB_003193	AF_005568	decreased	-9.35374	true	mean	RNAi knockdown	unknown
3193	9111	compound	4-HNE	Caenorhabditis elegans	OB_003193	AF_009111	decreased	-9.35374	true	mean	NULL	NULL
3194	5568	gene	gst-10	Caenorhabditis elegans	OB_003194	AF_005568	decreased	-12.7059	true	mean	RNAi knockdown	unknown
3194	9111	compound	4-HNE	Caenorhabditis elegans	OB_003194	AF_009111	decreased	-12.7059	true	mean	NULL	NULL
3195	5081	gene	gst-8	Caenorhabditis elegans	OB_003195	AF_005081	none	0	false	mean	RNAi knockdown	unknown
3196	8958	gene	PaMth1	Podospora anserina	OB_003196	AF_008958	increased	115.385	true	mean	over-expression	unknown
3197	4448	gene	coq-8	Caenorhabditis elegans	OB_003197	AF_004448	none	2.63158	false	mean	deletion / null	unknown
3198	6635	gene	elo-5	Caenorhabditis elegans	OB_003198	AF_006635	increased	29	true		RNAi knockdown	unknown
3199	4448	gene	coq-8	Caenorhabditis elegans	OB_003199	AF_004448	decreased	-54.1237	true	mean	deletion / null	unknown
3199	9192	other_factor	Food source	Caenorhabditis elegans	OB_003199	AF_009192	decreased	-54.1237	true	mean	NULL	NULL
3200	4317	gene	sod-1	Caenorhabditis elegans	OB_003200	AF_004317	decreased	-8.39161	true	mean	deletion / null	unknown
3201	4317	gene	sod-1	Caenorhabditis elegans	OB_003201	AF_004317	none	-1.3986	false	mean	deletion / null	unknown
3202	5136	gene	sod-2	Caenorhabditis elegans	OB_003202	AF_005136	increased	14.6853	true	mean	deletion / null	unknown
3203	5136	gene	sod-2	Caenorhabditis elegans	OB_003203	AF_005136	increased	14.6853	true	mean	deletion / null	unknown
3204	4267	gene	sod-3	Caenorhabditis elegans	OB_003204	AF_004267	increased	17.4825	true	mean	deletion / null	unknown
3205	5674	gene	sod-4	Caenorhabditis elegans	OB_003205	AF_005674	increased	8.39161	true	mean	deletion / null	unknown
3206	7319	gene	sod-5	Caenorhabditis elegans	OB_003206	AF_007319	none	2.7972	false	mean	deletion / null	unknown
3207	7319	gene	sod-5	Caenorhabditis elegans	OB_003207	AF_007319	none	-2.04918	false	mean	deletion / null	unknown
3207	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_003207	AF_009150	none	-2.04918	false	mean	NULL	NULL
3208	5674	gene	sod-4	Caenorhabditis elegans	OB_003208	AF_005674	decreased	-6.96721	true	mean	deletion / null	unknown
3208	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_003208	AF_009150	decreased	-6.96721	true	mean	NULL	NULL
3209	6682	gene	elt-6	Caenorhabditis elegans	OB_003209	AF_006682	increased	34	true		RNAi knockdown	unknown
3210	4267	gene	sod-3	Caenorhabditis elegans	OB_003210	AF_004267	decreased	-6.55738	true	mean	deletion / null	unknown
3210	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_003210	AF_009150	decreased	-6.55738	true	mean	NULL	NULL
3211	5136	gene	sod-2	Caenorhabditis elegans	OB_003211	AF_005136	increased	9.01639	true	mean	deletion / null	unknown
3211	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_003211	AF_009150	increased	9.01639	true	mean	NULL	NULL
3212	5136	gene	sod-2	Caenorhabditis elegans	OB_003212	AF_005136	none	-2.04918	false	mean	deletion / null	unknown
3212	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_003212	AF_009150	none	-2.04918	false	mean	NULL	NULL
3213	4317	gene	sod-1	Caenorhabditis elegans	OB_003213	AF_004317	none	-2.86885	false	mean	deletion / null	unknown
3213	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_003213	AF_009150	none	-2.86885	false	mean	NULL	NULL
3214	4317	gene	sod-1	Caenorhabditis elegans	OB_003214	AF_004317	decreased	-6.14754	true	mean	deletion / null	unknown
3214	9150	other_factor	Dietary restriction	Caenorhabditis elegans	OB_003214	AF_009150	decreased	-6.14754	true	mean	NULL	NULL
3215	4317	gene	sod-1	Caenorhabditis elegans	OB_003215	AF_004317	decreased	-31.2866	true	mean	deletion / null	unknown
3216	4317	gene	sod-1	Caenorhabditis elegans	OB_003216	AF_004317	decreased	-24.269	true	mean	deletion / null	unknown
3217	5136	gene	sod-2	Caenorhabditis elegans	OB_003217	AF_005136	none	1.46199	false	mean	deletion / null	unknown
3218	5136	gene	sod-2	Caenorhabditis elegans	OB_003218	AF_005136	decreased	-7.01754	true	mean	deletion / null	unknown
3219	4267	gene	sod-3	Caenorhabditis elegans	OB_003219	AF_004267	none	3.50877	false	mean	deletion / null	unknown
3220	7108	gene	epc-1	Caenorhabditis elegans	OB_003220	AF_007108	increased	20	true		RNAi knockdown	unknown
3221	5674	gene	sod-4	Caenorhabditis elegans	OB_003221	AF_005674	none	0.292398	false	mean	deletion / null	unknown
3222	7319	gene	sod-5	Caenorhabditis elegans	OB_003222	AF_007319	none	2.33918	false	mean	deletion / null	unknown
3223	7319	gene	sod-5	Caenorhabditis elegans	OB_003223	AF_007319	none	-4	false	mean	deletion / null	unknown
3223	9110	compound	Paraquat	Caenorhabditis elegans	OB_003223	AF_009110	none	-4	false	mean	NULL	NULL
3224	5674	gene	sod-4	Caenorhabditis elegans	OB_003224	AF_005674	increased	36	true	mean	deletion / null	unknown
3224	9110	compound	Paraquat	Caenorhabditis elegans	OB_003224	AF_009110	increased	36	true	mean	NULL	NULL
3225	4267	gene	sod-3	Caenorhabditis elegans	OB_003225	AF_004267	increased	140	true	mean	deletion / null	unknown
3225	9110	compound	Paraquat	Caenorhabditis elegans	OB_003225	AF_009110	increased	140	true	mean	NULL	NULL
3226	5136	gene	sod-2	Caenorhabditis elegans	OB_003226	AF_005136	decreased	-12	true	mean	deletion / null	unknown
3226	9110	compound	Paraquat	Caenorhabditis elegans	OB_003226	AF_009110	decreased	-12	true	mean	NULL	NULL
3227	5136	gene	sod-2	Caenorhabditis elegans	OB_003227	AF_005136	none	4	false	mean	deletion / null	unknown
3227	9110	compound	Paraquat	Caenorhabditis elegans	OB_003227	AF_009110	none	4	false	mean	NULL	NULL
3228	4317	gene	sod-1	Caenorhabditis elegans	OB_003228	AF_004317	decreased	-40	true	mean	deletion / null	unknown
3228	9110	compound	Paraquat	Caenorhabditis elegans	OB_003228	AF_009110	decreased	-40	true	mean	NULL	NULL
3229	4317	gene	sod-1	Caenorhabditis elegans	OB_003229	AF_004317	decreased	-42	true	mean	deletion / null	unknown
3229	9110	compound	Paraquat	Caenorhabditis elegans	OB_003229	AF_009110	decreased	-42	true	mean	NULL	NULL
3230	4857	gene	clk-1	Caenorhabditis elegans	OB_003230	AF_004857	increased	41.6667	true	mean	loss of function	unknown
3231	5417	gene	qars-1	Caenorhabditis elegans	OB_003231	AF_005417	increased	40	true		RNAi knockdown	unknown
3232	8959	gene	F01G10.1	Caenorhabditis elegans	OB_003232	AF_008959	increased	25	true		RNAi knockdown	unknown
3233	5129	gene	F08B4.7	Caenorhabditis elegans	OB_003233	AF_005129	increased	21	true		RNAi knockdown	unknown
3234	7402	gene	p53	Drosophila melanogaster	OB_003234	AF_007402	increased	10	true	mean	dominant negative	unknown
3235	7402	gene	p53	Drosophila melanogaster	OB_003235	AF_007402	increased	24.4444	true	mean	dominant negative	unknown
3236	7402	gene	p53	Drosophila melanogaster	OB_003236	AF_007402	increased	10.5263	true	median	dominant negative	unknown
3237	7402	gene	p53	Drosophila melanogaster	OB_003237	AF_007402	increased	27.2727	true	median	dominant negative	unknown
3238	7402	gene	p53	Drosophila melanogaster	OB_003238	AF_007402	none	3.0303	false	max	dominant negative	unknown
3239	7402	gene	p53	Drosophila melanogaster	OB_003239	AF_007402	increased	16.6667	true	max	dominant negative	unknown
3240	7402	gene	p53	Drosophila melanogaster	OB_003240	AF_007402	none	0	true	mean	deletion / null	unknown
3241	7402	gene	p53	Drosophila melanogaster	OB_003241	AF_007402	increased	5.88235	true	mean	deletion / null	unknown
3242	7402	gene	p53	Drosophila melanogaster	OB_003242	AF_007402	increased	11.3636	true	mean	deletion / null	unknown
3243	6476	gene	F09F7.5	Caenorhabditis elegans	OB_003243	AF_006476	none	4	false		RNAi knockdown	unknown
3244	7402	gene	p53	Drosophila melanogaster	OB_003244	AF_007402	increased	10.2041	true	mean	deletion / null	unknown
3245	7402	gene	p53	Drosophila melanogaster	OB_003245	AF_007402	decreased	-7.84314	true	mean	deletion / null	unknown
3246	7402	gene	p53	Drosophila melanogaster	OB_003246	AF_007402	none	1.5873	false	median	deletion / null	unknown
3247	7402	gene	p53	Drosophila melanogaster	OB_003247	AF_007402	increased	14.8148	true	median	deletion / null	unknown
3248	7402	gene	p53	Drosophila melanogaster	OB_003248	AF_007402	none	4.34783	false	median	deletion / null	unknown
3249	7402	gene	p53	Drosophila melanogaster	OB_003249	AF_007402	increased	15.3846	true	median	deletion / null	unknown
3250	7402	gene	p53	Drosophila melanogaster	OB_003250	AF_007402	decreased	-17.8571	true	median	deletion / null	unknown
3251	7402	gene	p53	Drosophila melanogaster	OB_003251	AF_007402	none	4.7619	false	max	deletion / null	unknown
3252	7402	gene	p53	Drosophila melanogaster	OB_003252	AF_007402	none	-4.65116	false	max	deletion / null	unknown
3253	7402	gene	p53	Drosophila melanogaster	OB_003253	AF_007402	increased	5	true	max	deletion / null	unknown
3254	5666	gene	F09G8.3	Caenorhabditis elegans	OB_003254	AF_005666	increased	60	true		RNAi knockdown	unknown
3255	7402	gene	p53	Drosophila melanogaster	OB_003255	AF_007402	none	2.5	false	max	deletion / null	unknown
3256	7402	gene	p53	Drosophila melanogaster	OB_003256	AF_007402	decreased	-7.31707	true	max	deletion / null	unknown
3257	7402	gene	p53	Drosophila melanogaster	OB_003257	AF_007402	increased	17.2414	true	mean	dominant negative	unknown
3258	7402	gene	p53	Drosophila melanogaster	OB_003258	AF_007402	increased	13.8889	true	mean	dominant negative	unknown
3259	7402	gene	p53	Drosophila melanogaster	OB_003259	AF_007402	increased	6.66667	true	median	dominant negative	unknown
3260	7402	gene	p53	Drosophila melanogaster	OB_003260	AF_007402	increased	23.5294	true	median	dominant negative	unknown
3261	7402	gene	p53	Drosophila melanogaster	OB_003261	AF_007402	increased	5.88235	true	max	dominant negative	unknown
3262	7402	gene	p53	Drosophila melanogaster	OB_003262	AF_007402	increased	21.4286	true	max	dominant negative	unknown
3263	7402	gene	p53	Drosophila melanogaster	OB_003263	AF_007402	increased	11.1111	true	mean	dominant negative	unknown
3264	7402	gene	p53	Drosophila melanogaster	OB_003264	AF_007402	increased	21.4286	true	mean	dominant negative	unknown
3265	6494	gene	F13B6.1	Caenorhabditis elegans	OB_003265	AF_006494	increased	50	true		RNAi knockdown	unknown
3266	7402	gene	p53	Drosophila melanogaster	OB_003266	AF_007402	increased	17.6471	true	median	dominant negative	unknown
3267	7402	gene	p53	Drosophila melanogaster	OB_003267	AF_007402	increased	23.8095	true	median	dominant negative	unknown
3268	7402	gene	p53	Drosophila melanogaster	OB_003268	AF_007402	none	-3.33333	false	max	dominant negative	unknown
3269	7402	gene	p53	Drosophila melanogaster	OB_003269	AF_007402	increased	5.88235	true	max	dominant negative	unknown
3270	8960	gene	dFox21	Drosophila melanogaster	OB_003270	AF_008960	increased	26.3158	true	mean	over-expression	unknown
3271	8960	gene	dFox21	Drosophila melanogaster	OB_003271	AF_008960	increased	38.8889	true	median	over-expression	unknown
3272	8960	gene	dFox21	Drosophila melanogaster	OB_003272	AF_008960	increased	15.625	true	max	over-expression	unknown
3273	7402	gene	p53	Drosophila melanogaster	OB_003273	AF_007402	increased	15.9091	true	mean	dominant negative	unknown
3273	8960	gene	dFox21	Drosophila melanogaster	OB_003273	AF_008960	increased	15.9091	true	mean	over-expression	unknown
3274	7402	gene	p53	Drosophila melanogaster	OB_003274	AF_007402	increased	23.8095	true	median	dominant negative	unknown
3274	8960	gene	dFox21	Drosophila melanogaster	OB_003274	AF_008960	increased	23.8095	true	median	over-expression	unknown
3275	7402	gene	p53	Drosophila melanogaster	OB_003275	AF_007402	increased	22.0588	true	max	dominant negative	unknown
3275	8960	gene	dFox21	Drosophila melanogaster	OB_003275	AF_008960	increased	22.0588	true	max	over-expression	unknown
3276	8961	gene	F21D5.8	Caenorhabditis elegans	OB_003276	AF_008961	increased	36	true		RNAi knockdown	unknown
3277	2304	gene	STE12	Saccharomyces cerevisiae	OB_003277	AF_002304	increased	5.76923	true	mean	deletion / null	unknown
3278	8962	gene	Fox01	Mus musculus	OB_003278	AF_008962	none	1.92308	false	mean	over-expression	unknown
3279	8962	gene	Fox01	Mus musculus	OB_003279	AF_008962	none	0	true	mean	over-expression	unknown
3280	8962	gene	Fox01	Mus musculus	OB_003280	AF_008962	none	0	true	mean	over-expression	unknown
3281	8962	gene	Fox01	Mus musculus	OB_003281	AF_008962	none	0	true	mean	over-expression	unknown
3282	5827	gene	tub-1	Caenorhabditis elegans	OB_003282	AF_005827	none	0	false	median	loss of function	unknown
3283	5827	gene	tub-1	Caenorhabditis elegans	OB_003283	AF_005827	none	2.04082	false	mean	loss of function	unknown
3284	5827	gene	tub-1	Caenorhabditis elegans	OB_003284	AF_005827	none	2.72109	false	mean	loss of function	unknown
3285	5827	gene	tub-1	Caenorhabditis elegans	OB_003285	AF_005827	increased	8.84354	true	median	loss of function	unknown
3286	5827	gene	tub-1	Caenorhabditis elegans	OB_003286	AF_005827	increased	12.5	true	median	loss of function	unknown
3286	9114	compound	FUdR	Caenorhabditis elegans	OB_003286	AF_009114	increased	12.5	true	median	NULL	NULL
3287	5827	gene	tub-1	Caenorhabditis elegans	OB_003287	AF_005827	increased	12.4224	true	mean	loss of function	unknown
3287	9114	compound	FUdR	Caenorhabditis elegans	OB_003287	AF_009114	increased	12.4224	true	mean	NULL	NULL
3288	8963	gene	F25G6.2	Caenorhabditis elegans	OB_003288	AF_008963	increased	24	true		RNAi knockdown	unknown
3289	5827	gene	tub-1	Caenorhabditis elegans	OB_003289	AF_005827	increased	13.0435	true	mean	loss of function	unknown
3289	9114	compound	FUdR	Caenorhabditis elegans	OB_003289	AF_009114	increased	13.0435	true	mean	NULL	NULL
3290	5827	gene	tub-1	Caenorhabditis elegans	OB_003290	AF_005827	increased	6.25	true	mean	loss of function	unknown
3290	9114	compound	FUdR	Caenorhabditis elegans	OB_003290	AF_009114	increased	6.25	true	mean	NULL	NULL
3291	8964	gene	SGS1	Candida albicans	OB_003291	AF_008964	decreased	-55.1601	true	mean	loss of function	unknown
3292	8965	gene	Sir2	Candida albicans	OB_003292	AF_008965	decreased	-33.5766	true	mean	loss of function	unknown
3293	8965	gene	Sir2	Candida albicans	OB_003293	AF_008965	decreased	-56.5693	true	mean	loss of function	unknown
3294	6551	gene	F26A3.4	Caenorhabditis elegans	OB_003294	AF_006551	increased	27	true		RNAi knockdown	unknown
3295	8965	gene	Sir2	Candida albicans	OB_003295	AF_008965	increased	24.1071	true	mean	over-expression	unknown
3296	6320	gene	bas-1	Caenorhabditis elegans	OB_003296	AF_006320	decreased	-6.08696	true	mean	loss of function	unknown
3297	6320	gene	bas-1	Caenorhabditis elegans	OB_003297	AF_006320	decreased	-9.42408	true	max	loss of function	unknown
3298	3966	gene	cat-2	Caenorhabditis elegans	OB_003298	AF_003966	increased	21.9895	true	max	loss of function	unknown
3299	3966	gene	cat-2	Caenorhabditis elegans	OB_003299	AF_003966	none	-0.869565	false	mean	loss of function	unknown
3300	5011	gene	cat-4	Caenorhabditis elegans	OB_003300	AF_005011	decreased	-13.913	true	mean	loss of function	unknown
3300	6320	gene	bas-1	Caenorhabditis elegans	OB_003300	AF_006320	decreased	-13.913	true	mean	loss of function	unknown
3301	5011	gene	cat-4	Caenorhabditis elegans	OB_003301	AF_005011	decreased	-25.1309	true	max	loss of function	unknown
3301	6320	gene	bas-1	Caenorhabditis elegans	OB_003301	AF_006320	decreased	-25.1309	true	max	loss of function	unknown
3302	6808	gene	mod-1	Caenorhabditis elegans	OB_003302	AF_006808	none	3.47826	false	mean	loss of function	unknown
3303	6808	gene	mod-1	Caenorhabditis elegans	OB_003303	AF_006808	increased	31.9372	true	max	loss of function	unknown
3304	7226	gene	mod-5	Caenorhabditis elegans	OB_003304	AF_007226	none	2.09424	false	max	loss of function	unknown
3305	6565	gene	F28B3.5	Caenorhabditis elegans	OB_003305	AF_006565	increased	30	true		RNAi knockdown	unknown
3306	7226	gene	mod-5	Caenorhabditis elegans	OB_003306	AF_007226	decreased	-6.95652	true	mean	loss of function	unknown
3307	6753	gene	ser-1	Caenorhabditis elegans	OB_003307	AF_006753	increased	33.913	true	mean	loss of function	unknown
3308	6753	gene	ser-1	Caenorhabditis elegans	OB_003308	AF_006753	increased	41.3613	true	max	loss of function	unknown
3309	7310	gene	tph-1	Caenorhabditis elegans	OB_003309	AF_007310	increased	21.9895	true	max	loss of function	unknown
3310	7310	gene	tph-1	Caenorhabditis elegans	OB_003310	AF_007310	none	-0.869565	false	mean	loss of function	unknown
3311	5765	gene	daf-2	Caenorhabditis elegans	OB_003311	AF_005765	increased	60.5042	true	mean	loss of function	unknown
3312	3959	gene	age-1	Caenorhabditis elegans	OB_003312	AF_003959	increased	297.479	true	mean	loss of function	unknown
3313	7107	gene	aap-1	Caenorhabditis elegans	OB_003313	AF_007107	increased	187.395	true	mean	loss of function	unknown
3314	5765	gene	daf-2	Caenorhabditis elegans	OB_003314	AF_005765	increased	97.619	true	mean	loss of function	unknown
3315	3959	gene	age-1	Caenorhabditis elegans	OB_003315	AF_003959	increased	123.81	true	mean	loss of function	unknown
3316	8843	gene	F28D1.9	Caenorhabditis elegans	OB_003316	AF_008843	increased	50	true		RNAi knockdown	unknown
3317	7107	gene	aap-1	Caenorhabditis elegans	OB_003317	AF_007107	increased	83.3333	true	mean	loss of function	unknown
3318	8966	gene	Su(var)2-502/+	Drosophila melanogaster	OB_003318	AF_008966	decreased	-5.58376	true	median	loss of function	unknown
3319	8966	gene	Su(var)2-502/+	Drosophila melanogaster	OB_003319	AF_008966	none	-0.927357	false	max	loss of function	unknown
3320	8966	gene	Su(var)2-502/+	Drosophila melanogaster	OB_003320	AF_008966	none	-3.63901	false	max	loss of function	unknown
3321	8966	gene	Su(var)2-502/+	Drosophila melanogaster	OB_003321	AF_008966	decreased	-8.72483	true	median	loss of function	unknown
3322	8967	gene	Dp(2;2)P90/+	Drosophila melanogaster	OB_003322	AF_008967	increased	6.05327	true	median	loss of function	unknown
3323	8967	gene	Dp(2;2)P90/+	Drosophila melanogaster	OB_003323	AF_008967	none	-4.1847	false	max	loss of function	unknown
3324	8967	gene	Dp(2;2)P90/+	Drosophila melanogaster	OB_003324	AF_008967	decreased	-7.31707	true	max	loss of function	unknown
3325	8967	gene	Dp(2;2)P90/+	Drosophila melanogaster	OB_003325	AF_008967	none	-0.900901	false	median	loss of function	unknown
3326	8968	gene	Su(var)2-1^01/+	Drosophila melanogaster	OB_003326	AF_008968	none	-4.01069	false	median	loss of function	unknown
